runnum,totcharge_pd(C),daqlvtm_bbhi,daqlvtm_ts1
13435,0.0149223,0.942667,0.942672
13436,0.0152804,0.947617,0.947622
13437,0.00217592,0.96679,0.966795
13439,0.0146365,0.969112,0.969116
13440,0.00330124,0.968067,0.96807
