runnum,totcharge_pd(C),daqlvtm_bbhi,daqlvtm_ts1
11611,0.00734878,0.96418,0.964186
11614,0.012885,0.929984,0.929992
11615,0.0130438,0.931197,0.931204
11616,0.00739176,0.930148,0.930155
