runnum,totcharge_pd(C),daqlvtm_bbhi,daqlvtm_ts1
13669,0.00734355,0.98248,0.982484
13671,0.0094594,0.983307,0.98331
13674,0.0453357,0.982942,0.982944
13675,0.0523716,0.982702,0.982704
