runnum,totcharge_pd(C),daqlvtm_bbhi,daqlvtm_ts1
12278,0.00873894,0.974055,0.974061
12280,0.0215218,0.325857,0.325909
12281,0.00328581,0.796873,0.79688
12282,0.0342814,0.970453,0.970458
12283,0.0582596,0.974687,0.974692
