runnum,totcharge_pd(C),daqlvtm_bbhi,daqlvtm_ts1
13193,0.00580855,0.978162,0.489171
13194,0.00460135,0.982059,0.495009
13195,0.00553822,0.965317,0.482634
13196,0.0059301,0.932339,0.466136
