runnum,ebeam_mean(GeV),ebeam_std(GeV)
13239,5.965225596330274,0.00010578131873725719
13240,5.965077901234568,0.00012820808289302251
13241,5.9651625,0.0002035078021403994
13242,5.96516129032258,0.000446475024708509
13243,5.965424878048781,0.0001788843688205008
13244,5.965337205240175,0.00014134708049831854
13312,5.965011493848857,0.00031140930853782334
13313,5.964908987341772,0.00020227309697340667
13320,5.965349100257069,0.00026650847208928633
13321,5.964796337741608,0.0003985907147836148
13345,5.964894789915966,0.00041455644783021243
13346,5.965283980099502,0.0004034978974157739
13348,5.964627098321342,0.0003882058985078966
13349,5.964685431861804,0.0004294708905491204
13351,5.964997277856136,0.0005031458188830409
13352,5.964690691056911,0.0003604180255539382
13375,5.9646847902869755,0.0003863738419537855
13376,5.964797465618861,0.00042322819799158845
13377,5.964564736842105,5.777046737381218e-05
13378,5.964797976782753,0.0003059855046045688
13379,5.964855660377359,0.0003081175862715335
13396,5.964711172413793,0.00036582384848814035
13397,5.964664441301273,0.00034138788203084774
13405,5.964632039355993,0.0003531879269024995
