runnum,ebeam_mean(GeV),ebeam_std(GeV)
13656,4.0148122,9.160661445612677e-05
13657,4.0147320265780735,0.00013853596148540758
13663,4.014776882591093,0.000139183355582729
13676,4.014736421800948,6.431618968148288e-05
13683,4.014729882903981,5.413628570582332e-05
13696,4.0146626868327395,8.943517436952094e-05
13697,4.014715714285714,5.008259630475617e-05
13719,4.014806893939394,0.00023302810444207807
13720,4.0148534181818185,0.00012740513730307996
13730,4.014994501758499,0.000160799474338756
13747,4.0146453157894735,0.0005654831436350597
13768,4.01461302768166,0.0006665709368032063
13769,4.014661113207548,0.0006219073095849909
13795,4.014876876513317,0.000332936590883317
13796,4.014917113924051,0.00023149322096753392
