runnum,ebeam_mean(GeV),ebeam_std(GeV)
13450,5.964680272727272,0.0002289964507992787
13451,5.964834339622641,0.0003296414686029227
13452,5.964658867924529,0.0004700010492306831
13459,5.964735461254613,0.00036079557472362407
13460,5.96476934065934,0.0003560114487314643
13461,5.9647113,0.00022902273429857862
13463,5.964775401069518,0.0003475586660634564
13464,5.964779673913044,0.00033014472244332884
13465,5.964893986254295,0.0003656398722266151
13466,5.964795155038759,0.00030071722548356106
13482,5.965048724279836,0.0005345620920671695
13483,5.964685358744395,0.00031172118268089075
13484,5.9647852459016395,0.00042040291756771853
13485,5.965120487804878,0.0005053255285049431
13486,5.964764860215054,0.00046811207376839056
13487,5.9646281858407075,0.0003051491307441565
13488,5.964582627906977,0.0002909742916138143
13489,5.9648094375,0.000493645947784465
13490,5.964863656957928,0.000512734644509324
13537,5.965660427892234,0.0005273828531155703
13538,5.9651001372212695,0.001074953039029843
13539,5.964850801886793,0.0005326728117144799
13540,5.964523407821229,0.0002838851712592861
13541,5.964501734317343,0.00030378259123707286
13542,5.964476739130435,0.0002820688748405557
13543,5.964534625407166,0.00039479965930328334
13573,5.964590368589744,0.00038045426768263275
13574,5.964637774294671,0.00028230281874824635
13575,5.964703808864266,0.00038762340994710716
13576,5.964773751763047,0.0003800509561251212
13577,5.964684419354838,0.00023915674072867637
13578,5.9646731174698795,0.00031791422151774786
13580,5.964554602851323,0.0001247086200313913
