runnum,ebeam_mean(GeV),ebeam_std(GeV)
11989,7.907390580645161,0.00033215596146952915
11990,7.907339662162163,0.0004083006354373234
11991,7.907473636363637,0.00043563598122047957
11992,7.907524509803921,0.00010564684047312404
11993,7.9071009375,0.0007485485282826715
11994,7.907398342857142,0.0005805953119478659
12000,7.9069555172413795,0.0008885953826328477
12008,7.9070891133004935,0.0007879659250123104
12022,7.907159103448277,0.0006136524500902777
12035,7.906906995073892,0.00047629898981474644
12049,7.906816323529412,0.0004548444363916396
12052,7.906810588235295,0.0002483151065821208
12053,7.906739545454546,0.00021209164795648662
12058,7.907409599999999,0.0003552823011535653
12064,7.90732315270936,0.00047416305768903686
12072,7.907272168674699,0.0005599282362397298
