runnum,ebeam_mean(GeV),ebeam_std(GeV)
11436,3.7281099354838707,0.00015833343402510598
11500,3.7282067391304348,0.0001370738847505783
11547,3.7279721782178217,0.00017104364436998
11548,3.7278264215686274,7.337358839090955e-05
11573,3.7281153201970443,0.0001263786191651381
11587,3.7279802450980393,0.00017349050236084834
11588,3.727984666666666,0.00016177506350222072
11589,3.7279904347826087,0.00011367730487795446
11590,3.7281039024390243,0.0001921902837241458
11592,3.7280283333333335,0.00022337296216411255
11616,3.7281558741258745,0.00015447470585297488
