runnum,totcharge_pd(C),daqlvtm_bbhi,daqlvtm_ts1
11436,0.0109847,0.933325,0.93333
11500,0.00500944,0.859136,0.859142
11547,0.0061341,0.851506,0.851513
11548,0.00550121,0.853436,0.853443
11573,0.0117094,0.882909,0.882917
11587,0.00792101,0.88711,0.887117
11588,0.00259923,0.890942,0.890947
11589,0.00100384,0.716619,0.716626
11590,0.00735889,0.520428,0.520433
11592,0.00184626,0.730692,0.730698
