runnum,ebeam_mean(GeV),ebeam_std(GeV)
11996,7.907090735294118,0.0005570010732443726
11997,7.907332359550561,0.00025437098208542114
11998,7.907147313432836,0.0008144481237429732
11999,7.907253054187192,0.0007930293665784962
12001,7.9069424999999995,0.0008580568950949932
12002,7.907360197044335,0.0009833202799000697
12004,7.90719612745098,0.0005321239192607354
12006,7.9072825,0.001012224358880033
12013,7.907414313725489,0.0003944466968529259
12014,7.907271021505377,0.0006125476524827358
12017,7.907457192118226,0.00048623579165461134
12019,7.907408226600985,0.0005096512182259681
12021,7.907014285714286,0.0005691689765823753
12029,7.907115270935961,0.0007568330972690863
12030,7.907070788177339,0.0006454312929495192
12038,7.907000443349754,0.00039594016511217324
12039,7.906979487179488,0.00012065498262059499
12040,7.907028695652174,0.0003137356204286017
12041,7.90697774509804,0.00041316132385872954
12042,7.906961724137931,0.0003529374369694961
12043,7.907093846153846,0.00021929293176124558
12044,7.906896649484536,0.0003469386632939038
12045,7.906871724137932,0.0004018884663248587
12046,7.906661083743843,0.0004363221716879942
12047,7.907158669950738,0.0003794624969187181
12048,7.907060859375,0.0004116607948175164
12050,7.906815440414508,0.00041366872039463165
12051,7.906947339901478,0.0002518109021264876
12055,7.906540931372549,0.00023747982065294013
12056,7.9070897536945814,0.0005097654658002106
12057,7.907092561576355,0.0005218155092032428
12059,7.907137684729064,0.0004436170624906529
12060,7.90693,0.0005709312568076825
12062,7.90735775,0.00036178290708547883
12063,7.9072560591133,0.0004978043240106081
12065,7.907214558823529,0.0005561136268619062
12066,7.907011773399015,0.0006293638213983791
12068,7.90754456,0.00020974448356791208
12069,7.9074218248175185,0.0005999279601089542
12070,7.907352032520325,0.00048750445033648657
12071,7.907310098522168,0.0005182978521198823
12073,7.907314679802956,0.0005225890145749829
