runnum,totcharge(C)
11449,0.00259686
11451,0.00217609
11452,0.00898508
11456,0.00732743
11493,0.00236925
11494,0.00335627
11495,0.00342057
11496,0.00304391
11551,0.00132071
11554,0.000869628
11562,0.00336828
11563,0.00075669
11564,0.00192168
11565,0.00251332
11568,0.00269407
11570,0.00145423
11571,0.00206349
11579,0.00584684
11580,0.00170179
11581,0.00411985
11582,0.00253737
11583,0.00336685
11586,0.00483441
11593,0.00392495
11594,0.00108199
11595,0.00170929
