runnum,ebeam_mean(GeV),ebeam_std(GeV)
13305,5.964786627450981,0.00015077359059632617
13306,5.964831494023904,0.0002230445274862403
13307,5.964866660746004,0.0003298984050513826
13308,5.964763980198019,0.00018554028678363632
13309,5.964830891840608,0.0002951769490409999
13314,5.964945911823647,0.00025621221484656916
13315,5.965151190476191,0.00035131082285169815
13316,5.965322732240438,0.0003322453902461544
13317,5.9649834434782605,0.000255721231579595
13318,5.965033493377483,0.0002692084366753735
13319,5.965096794657763,0.00028962969594565464
13322,5.964835628517824,0.00038201856636833534
13323,5.964852424242424,0.0003931751432121255
13324,5.964848506224066,0.0003359125854055316
13325,5.964821637764932,0.000318119801805163
13342,5.964987561983471,0.0003487670135682917
13344,5.964907790697675,0.00033810275375888144
13353,5.964643771428571,0.00023772038603681742
13357,5.96478796803653,0.0004035814821145392
13358,5.9646327969348665,0.00024752640555968894
13359,5.964676141304348,0.0003060392753766338
13360,5.96469123853211,0.0003130507319580326
13361,5.96469753030303,0.0003204153090111739
13362,5.964662206185567,0.0002538893304382468
13363,5.964852257617729,0.0004730181959573536
13364,5.9649853495762715,0.0005105025123352056
13368,5.964659897540984,0.00040950236459156805
13369,5.964663252595156,0.00041093224766123313
13370,5.964595846153847,0.0003524409821265946
13371,5.965164570928196,0.0005125316761746254
13372,5.964788047752808,0.000518092881636962
13373,5.9646268384074945,0.00043230963910320734
13381,5.964738596491228,0.00017264706974283862
13382,5.964783590664274,0.0002833288079915054
13384,5.964791182608696,0.0003339599691903753
13385,5.9647246804835925,0.0002730274201009986
13387,5.964760614035088,0.00034219462567533325
13388,5.964779208754209,0.0003678673053217731
13389,5.964762027972028,0.0003851207319298788
13390,5.964738224299065,0.00032385593432320394
13391,5.964741365705614,0.00036765454510522395
13392,5.9646126277372264,0.00028453333846061176
13393,5.9647480910683015,0.0004330070686682254
13394,5.965155462794918,0.0005050196341596615
13395,5.9646550000000005,0.0003282399623264362
13398,5.964578426294821,0.00023142730252315389
13399,5.964531976744186,0.00017049974826565203
13400,5.964600363288719,0.0003282971010269121
13402,5.964606007532956,0.0003739572570926536
13403,5.964635390243902,0.00030580523213699954
13406,5.964623327674024,0.0003871197448710026
13407,5.964626361256545,0.00040470056612463103
