runnum,ebeam_mean(GeV),ebeam_std(GeV)
11449,3.7283629166666667,0.00022720277130959155
11451,3.728159864864865,0.0002138652324543171
11452,3.72825126984127,0.00012781852214438922
11456,3.7282290686274506,0.00017481479346961263
11493,3.728025851851852,0.00034504679584198016
11494,3.7278913440860215,0.00010217536537355677
11495,3.7279749197860963,0.00010676256937391391
11496,3.7278979012345674,8.765709658867726e-05
11551,3.728024393939394,0.00018675470368200833
11554,3.7279922807017543,0.00019841350709932852
11562,3.728139,0.00013407886804841802
11563,3.728166,4.39696865274568e-05
11564,3.728156129032258,3.545280116610807e-05
11565,3.728124880952381,0.0001224203114063555
11568,3.728152528735632,4.894748944322865e-05
11570,3.728114528301887,0.00012646930362949783
11571,3.728131285714286,8.965184558142804e-05
11579,3.72813815920398,9.701079593205606e-05
11580,3.728143103448276,9.841207486448417e-05
11581,3.728143661971831,9.62670552136056e-05
11582,3.7281194318181816,0.00010225456125678715
11583,3.728006467391304,0.00017411138643733885
11586,3.728093736263736,0.00012951373869952285
11593,3.7281456804733724,0.0002048278421359883
11594,3.7281490909090906,0.00018844304773874704
11595,3.7282494642857142,7.23230038307516e-05
