sbsconfig,runnum,target,sbsmagcurr(A),bbmagcurr(A),ebeam_mean(GeV),ebeam_std(GeV),totcharge_bob(C),totcharge_pd(C),daqlvtm_bbhi,daqlvtm_ts1
11,12734,LD2,2100,750,9.888905119572367,0.000241454098114,0.025456,0.0228194,0.951207,0.946948
11,12735,LD2,2100,750,9.888882963067092,0.0002380338519221,0.0521487,0.0467564,0.95111,0.945439
11,12737,LD2,2100,750,9.889192730555555,0.000211770878838,0.00531893,0.00477164,0.950236,0.943512
11,12738,LD2,2100,750,9.889413915502551,0.000180337690252,0.0485405,0.0435297,0.947998,0.941938
11,12739,LD2,2100,750,9.889296505,0.0001640116847985,0.000826003,0.000752784,0.956695,0.951226
11,12740,LD2,2100,750,9.889424165724463,0.0001850480825912,0.0340478,0.0305349,0.947682,0.941823
11,12742,LD2,2100,750,9.88887737210526,0.0002681456749665,0.031116,0.0279123,0.946556,0.940579
11,12743,LD2,2100,750,9.889329302103894,0.0002121827510507,0.0254515,0.0228397,0.948855,0.943348
11,12767,LD2,2100,750,9.889473858115627,0.0002106789738417,0.0388655,0.034853,0.950086,0.945247
11,12768,LD2,2100,750,9.889399525842446,0.0002439802994642,0.0195365,0.0175644,0.950358,0.945801
11,12769,LD2,2100,750,9.889517732416268,0.0002313561843938,0.035837,0.0321345,0.947438,0.942329
11,12770,LD2,2100,750,9.88944738334,0.0002513800674934,0.0734105,0.0658545,0.947665,0.942572
11,12771,LD2,2100,750,9.88951946657351,0.0002365773767961,0.0734057,0.0658053,0.947452,0.942032
11,12772,LD2,2100,750,9.889370046296678,0.0002007511266318,0.0784766,0.0703641,0.947702,0.942157
11,12773,LD2,2100,750,9.889348362172072,0.000145915710297,0.0467734,0.041975,0.947833,0.942643
11,12778,LD2,2100,750,9.889424455215906,0.0001978071735714,0.0710386,0.0637096,0.946777,0.942146
11,12779,LD2,2100,750,9.889321680892197,0.0002048305666092,0.0429371,0.0385107,0.947468,0.943322
11,12781,LD2,2100,750,9.889206563352824,0.0002344199861751,0.0445122,0.0399121,0.947089,0.94244
11,12782,LD2,2100,750,9.889344015571846,0.0001955865017229,0.0277319,0.0245601,0.946814,0.942006
11,12796,LD2,2100,750,9.889251137575757,9.545937053580632e-05,0.00338293,0.00303239,0.964549,0.960398
11,12797,LD2,2100,750,9.8893269859466,0.0001905346799791,0.0372331,0.0333821,0.947899,0.943781
11,12798,LD2,2100,750,9.889456328891564,0.0002290694025981,0.0356177,0.0319386,0.947902,0.943735
11,12799,LD2,2100,750,9.88950082653846,0.0002296369345563,0.0384184,0.0344482,0.948394,0.943133
11,12801,LD2,2100,750,9.88942883841216,0.0001982900767322,0.0492484,0.0441466,0.948362,0.943933
11,12802,LD2,2100,750,9.88949580818,0.0002254518363961,0.0446244,0.0399898,0.947746,0.943912
11,12813,LD2,2100,750,9.88923498324647,0.0001607607436134,0.0652653,0.0585459,0.948596,0.944052
11,12814,LD2,2100,750,9.88938416891709,0.0001764115667788,0.0497297,0.0445872,0.94756,0.942175
11,12815,LD2,2100,750,9.889531099350878,0.0002170041385954,0.0511599,0.0458632,0.946821,0.942247
11,12816,LD2,2100,750,9.889615096924317,0.0002356582700236,0.0503699,0.0451735,0.948543,0.943977
11,12817,LD2,2100,750,9.889729551084905,0.0002748269839713,0.0528558,0.0473818,0.947962,0.943424
11,12819,LD2,2100,750,9.889676939949998,0.0002936892492876,0.0503758,0.0451731,0.948047,0.943866
11,12820,LD2,2100,750,9.889584723430229,0.0002558894085167,0.0744803,0.0667768,0.948263,0.943174
11,12824,LD2,2100,750,9.889463603745703,0.000206970485945,0.0489644,0.0439079,0.948637,0.944104
11,12825,LD2,2100,750,9.889498626310832,0.0002384627406871,0.049583,0.0444574,0.952094,0.947312
11,12826,LD2,2100,750,9.889478903499995,0.0002059260380107,0.0509024,0.0456494,0.948423,0.943433
11,12827,LD2,2100,750,9.889492595714286,0.0001988181467979,0.0499617,0.0447899,0.947425,0.943351
11,12828,LD2,2100,750,9.889398731469594,0.0002262310193322,0.0511073,0.0458212,0.949079,0.944026
11,12829,LD2,2100,750,9.889295078827589,0.0001809504594932,0.0500558,0.0448648,0.953222,0.948548
11,12830,LD2,2100,750,9.88927690295238,0.0002085524544799,0.0333949,0.0299331,0.951802,0.946321
11,12894,LD2,2100,750,9.887787694227352,0.0005469608889798,0.0514811,0.0461564,0.961968,0.959117
11,12896,LD2,2100,750,9.88855618617954,0.0002924802751555,0.0432688,0.0387931,0.958018,0.955743
11,12897,LD2,2100,750,9.88883200605341,0.000448840847874,0.0320236,0.0287766,0.96034,0.957434
11,12902,LD2,2100,750,9.888928347920787,0.0009486284415346,0.0201677,0.0181434,0.963895,0.961659
11,12903,LD2,2100,750,9.8884333704,0.0005588873444066,0.00503924,0.00187624,0.968714,0.966307
11,12904,LD2,2100,750,9.889049411608877,0.0006463380659459,0.0407176,0.0365614,0.961264,0.958677
11,12906,LD2,2100,750,9.88919641060606,0.0001918016441761,0.0437142,0.0392034,0.960918,0.958178
11,12907,LD2,2100,750,9.889249737026626,0.0001902257551879,0.0544195,0.0488007,0.961563,0.958999
11,12908,LD2,2100,750,9.889312404743588,0.000217816256603,0.0450199,0.0403735,0.961912,0.958898
11,12909,LD2,2100,750,9.88929331312796,0.0002008243972052,0.0546091,0.0489636,0.961214,0.958795
11,12911,LD2,2100,750,9.88923603,0.0001638966700509,0.00464787,0.00416045,0.965199,0.962789
11,12912,LD2,2100,750,9.889166482190332,0.0002286435049854,0.0422185,0.0378917,0.961416,0.958356
11,12913,LD2,2100,750,9.889152535876288,0.0001271959563837,0.00503232,0.00452048,0.957101,0.954967
11,12914,LD2,2100,750,9.88921361617801,0.0001842953215002,0.0167141,0.0149766,0.960238,0.956956
11,12915,LD2,2100,750,9.88924683205714,0.0002032987811807,0.0321861,0.0281131,0.959731,0.957212
11,12916,LD2,2100,750,9.88924810002016,0.0002357753341615,0.0419431,0.0376072,0.9598,0.957156
11,12917,LD2,2100,750,9.88938867775,0.0002612594761487,0.0421084,0.0377691,0.960661,0.958021
11,12918,LD2,2100,750,9.889591910625,0.0003145936636079,0.0427536,0.0383568,0.959853,0.95696
11,12919,LD2,2100,750,9.889427786971934,0.0002139827124688,0.0419941,0.0376852,0.959843,0.957251
11,12920,LD2,2100,750,9.889538271092148,0.0002658534401218,0.0453407,0.0406573,0.960107,0.957468
11,12921,LD2,2100,750,9.889660120595236,0.0002461590077354,0.015084,0.013516,0.960096,0.957466
11,12932,LD2,2100,750,9.88949731862069,0.0002677333853495,0.0448006,0.0401667,0.962051,0.959457
11,12933,LD2,2100,750,9.88946388114228,0.000254884122272,0.0409915,0.036749,0.962628,0.96004
11,12934,LD2,2100,750,9.88971143916318,0.0003518728591959,0.022281,0.0195017,0.950113,0.947551
11,12935,LD2,2100,750,9.889697106506716,0.0002700703777981,0.0454965,0.0407854,0.962432,0.959899
11,12936,LD2,2100,750,9.889489339025488,0.0002908126068122,0.042024,0.0377189,0.963839,0.96129
11,12939,LD2,2100,750,9.888857123571425,0.000401988345323,0.0497481,0.0446115,0.963599,0.961073
11,12940,LD2,2100,750,9.88874499852615,0.00036027609423,0.0443184,0.0397636,0.964407,0.961869
11,12946,LD2,2100,750,9.888595968652846,0.0003289182440402,0.0172501,0.0149988,0.963911,0.961404
11,12957,LD2,2100,750,9.888976306696629,0.0001946008069827,0.0400639,0.0359213,0.963793,0.961289
11,12961,LD2,2100,750,9.888909038217212,0.0001950762742836,0.0433227,0.0388341,0.963979,0.961492
11,12962,LD2,2100,750,9.888887805145227,0.0001724228701437,0.0216426,0.0193925,0.965013,0.962537
11,12963,LD2,2100,750,9.889028976874998,0.0001642079640768,0.0156626,0.0140531,0.96333,0.960803
11,12965,LD2,2100,750,9.888989074475626,0.0001826274893737,0.0563602,0.0505289,0.968988,0.966526
11,12968,LD2,2100,750,9.888931962116184,0.0001869555164515,0.0440677,0.0395007,0.96829,0.965823
11,12969,LD2,2100,750,9.888909721257033,0.0001855932735537,0.0480662,0.0430789,0.968811,0.966343
11,12970,LD2,2100,750,9.88894439874003,0.0002455032715411,0.0468317,0.0420064,0.972337,0.969835
11,12971,LD2,2100,750,9.888848784878505,0.0001871177682724,0.0492693,0.0441512,0.976064,0.973632
11,12972,LD2,2100,750,9.888702090702946,0.0002722825910817,0.0394738,0.0353741,0.975731,0.973238
11,12975,LD2,2100,750,9.889112292348992,0.0001693662881688,0.0214939,0.0192802,0.975845,0.973367
11,12976,LD2,2100,750,9.889093573988436,0.0001537299585248,0.0278624,0.024976,0.976079,0.973663
11,12977,LD2,2100,750,9.88913232111111,0.0001898244588659,0.0129376,0.0116019,0.975437,0.972935
11,12979,LD2,2100,750,9.888903502894737,0.0001790059112975,0.00711215,0.00637626,0.974621,0.972132
11,12980,LD2,2100,750,9.889050645602408,0.0001760340169484,0.0111678,0.0100216,0.974673,0.972215
11,12982,LD2,2100,750,9.888544452419602,0.0003244714810971,0.0537827,0.0482115,0.980193,0.977495
11,12983,LD2,2100,750,9.88890551884058,0.0002652109296017,0.0534352,0.0479247,0.979436,0.976837
11,12984,LD2,2100,750,9.889170756301144,0.0001637994695894,0.0102852,0.00932266,0.979987,0.977529
11,12986,LD2,2100,750,9.889047973280114,0.000251043932329,0.0547156,0.0490543,0.981015,0.978532
11,12987,LD2,2100,750,9.889053873148937,0.0002300960712506,0.0549694,0.0493038,0.979779,0.977267
11,12988,LD2,2100,750,9.888991131239669,0.0002647110916006,0.0555162,0.0497797,0.976656,0.974134
11,12989,LD2,2100,750,9.889005397627905,0.0003016973759597,0.0149931,0.013439,0.980908,0.978394
11,13000,LD2,2100,750,9.888687699321704,0.0002441269859184,0.0468754,0.0420172,0.973921,0.971362
11,13029,LD2,2100,750,9.888725510400697,0.0002675109276577,0.0477486,0.0428072,0.974534,0.972116
11,13030,LD2,2100,750,9.888787821545138,0.0002484120675546,0.0507787,0.045528,0.974132,0.971761
11,13034,LD2,2100,750,9.88895840581272,0.0002833277959207,0.0486062,0.0435832,0.974277,0.971868
11,13035,LD2,2100,750,9.88928736428312,0.0002456785812948,0.0374908,0.0336411,0.974666,0.972237
11,13036,LD2,2100,750,9.889388614552844,0.0002488334657976,0.0181545,0.0163112,0.974968,0.972507
11,13038,LD2,2100,750,9.889044812282608,0.0003772468353499,0.0700098,0.0627802,0.976121,0.973625
11,13039,LD2,2100,750,9.889059576265732,0.0005068722292919,0.05552,0.0497984,0.975615,0.973174
11,13040,LD2,2100,750,9.888958212892442,0.0004126540263234,0.0589656,0.0528696,0.976385,0.973925
11,13044,LD2,2100,750,9.888863054873188,0.0001607447420072,0.0486623,0.0436298,0.976658,0.973817
11,13045,LD2,2100,750,9.889032975951114,0.0002479683902447,0.045757,0.041113,0.976649,0.974346
11,13048,LD2,2100,750,9.889197925833331,0.0001789204010884,0.00110265,0.00102802,0.975615,0.97284
11,13049,LD2,2100,750,9.888874693804809,0.0002902844227659,0.0471684,0.0423277,0.974011,0.971078
11,13050,LD2,2100,750,9.888840525437956,0.0002427645872868,0.0464203,0.0416158,0.971746,0.969337
11,13051,LD2,2100,750,9.88889651961471,0.0002637705746157,0.0450446,0.0404009,0.970494,0.96741
11,13052,LD2,2100,750,9.888928399206964,0.0002438459731218,0.0345382,0.0309938,0.969343,0.966828
11,13053,LD2,2100,750,9.888919930476188,0.00020337021628,0.0231298,0.0207277,0.970919,0.967993
11,13054,LD2,2100,750,9.888897745454546,0.0002335280336257,0.0457541,0.0410317,0.970169,0.967331
11,13055,LD2,2100,750,9.888906999382716,0.0001750697608025,0.0341633,0.0306249,0.973803,0.971202
11,13058,LD2,2100,750,9.888823978034187,0.0002417729598907,0.0487264,0.0436778,0.975222,0.972819
11,13059,LD2,2100,750,9.888825604746716,0.0002613144595904,0.0412017,0.0369446,0.976015,0.972785
11,13060,LD2,2100,750,9.888775746442144,0.0002206841453962,0.0492809,0.0441717,0.975747,0.973199
11,13061,LD2,2100,750,9.888842104709784,0.0002301017255722,0.0498377,0.0446735,0.97628,0.973333
11,13062,LD2,2100,750,9.888970254548193,0.0002172418224408,0.0515543,0.0462391,0.975501,0.97262
11,13063,LD2,2100,750,9.888956475507868,0.0002295553671275,0.0542744,0.0486673,0.975714,0.973176
14,13305,LD2,1470,750,5.9826809873333335,0.000151225911368,0.0260488,0.0233874,0.96874,0.968744
14,13306,LD2,1470,750,5.982725988505975,0.0002237136610686,0.0314829,0.028247,0.964929,0.964934
14,13307,LD2,1470,750,5.982761260728242,0.0003308881002664,0.0313908,0.0281883,0.96207,0.962075
14,13308,LD2,1470,750,5.982658272138613,0.0001860969076439,0.0333889,0.0299594,0.960734,0.960739
14,13309,LD2,1470,750,5.982725384516129,0.000296062479888,0.0312104,0.0280194,0.958522,0.958526
14,13314,LD2,1470,750,5.982840749559117,0.000256980851491,0.0304867,0.0273605,0.952214,0.952218
14,13315,LD2,1470,750,5.983046644047619,0.0003523647553201,0.00953589,0.00857957,0.950716,0.950719
14,13316,LD2,1470,750,5.983218700437158,0.0003332421264168,0.00322242,0.00291916,0.958323,0.958326
14,13317,LD2,1470,750,5.982878393808695,0.0002564883952742,0.0347498,0.0311946,0.949406,0.949409
14,13318,LD2,1470,750,5.982928593857615,0.0002700160619853,0.0361253,0.0324308,0.944563,0.944567
14,13319,LD2,1470,750,5.982992085041736,0.0002904985850334,0.0309756,0.0278241,0.943936,0.94394
14,13322,LD2,1470,750,5.9827301354033775,0.0003831646220674,0.0288864,0.0259413,0.954883,0.954887
14,13323,LD2,1470,750,5.982746981515151,0.0003943546686417,0.0320116,0.0287459,0.954987,0.95499
14,13324,LD2,1470,750,5.982743051742737,0.0003369203231617,0.0271969,0.0244182,0.954175,0.95418
14,13325,LD2,1470,750,5.982716102678226,0.0003190741612105,0.0310328,0.0274813,0.955822,0.955827
14,13342,LD2,1470,750,5.982882524669421,0.0003498133146089,0.0122541,0.0109945,0.958575,0.958579
14,13344,LD2,1470,750,5.982802514069767,0.00033911706202,0.0186044,0.0167084,0.955458,0.955462
14,13353,LD2,1470,750,5.982537702742857,0.0002384335471949,0.014167,0.0127035,0.845579,0.845585
14,13357,LD2,1470,750,5.982682331940639,0.0004047922265608,0.0459102,0.0411826,0.962201,0.962205
14,13358,LD2,1470,750,5.982526695325671,0.0002482689847762,0.0418065,0.0374948,0.961543,0.961547
14,13359,LD2,1470,750,5.98257016972826,0.0003069573932027,0.041205,0.0369504,0.962626,0.96263
14,13360,LD2,1470,750,5.982585312247705,0.0003139898841538,0.0497609,0.0446254,0.963299,0.963303
14,13361,LD2,1470,750,5.982591622893938,0.0003213765549381,0.0492888,0.0442051,0.964477,0.964481
14,13362,LD2,1470,750,5.982556192804123,0.0002546509984295,0.0377395,0.03385,0.964956,0.964961
14,13363,LD2,1470,750,5.982746814390582,0.0004744372505451,0.0431363,0.038716,0.966226,0.966229
14,13364,LD2,1470,750,5.982880305625001,0.0005120340198722,0.0432112,0.0384291,0.964303,0.964306
14,13368,LD2,1470,750,5.982553877233606,0.0004107308716852,0.0359539,0.0322539,0.958068,0.958071
14,13369,LD2,1470,750,5.982557242352941,0.0004121650444041,0.0426745,0.0382812,0.956959,0.956964
14,13370,LD2,1470,750,5.982489633692308,0.0003534983050728,0.0356933,0.0320141,0.95587,0.955875
14,13371,LD2,1470,750,5.98306006464098,0.0005140692712031,0.0178029,0.0160376,0.955725,0.955728
14,13372,LD2,1470,750,5.982682411896066,0.0005196471602818,0.0405309,0.0363842,0.962144,0.962148
14,13373,LD2,1470,750,5.982520718922717,0.0004336065680205,0.0308009,0.027633,0.961063,0.961065
14,13381,LD2,1470,750,5.982632812280701,0.000173165010952,0.0414495,0.0371581,0.969248,0.969251
14,13382,LD2,1470,750,5.982677941436266,0.0002841787944154,0.0413373,0.0370806,0.969524,0.969527
14,13384,LD2,1470,750,5.982685556156522,0.0003349618490978,0.0412413,0.0369961,0.968988,0.968991
14,13385,LD2,1470,750,5.982618854525042,0.0002738465023612,0.0440166,0.0394705,0.969066,0.96907
14,13387,LD2,1470,750,5.982654895877192,0.0003432212095523,0.0415919,0.0373004,0.966871,0.966875
14,13388,LD2,1470,750,5.982673546380471,0.0003689709072376,0.042664,0.0379763,0.966036,0.966041
14,13389,LD2,1470,750,5.982656314055944,0.0003862760941255,0.020593,0.0181057,0.965866,0.96587
14,13390,LD2,1470,750,5.982632438971962,0.0003248275021261,0.00931625,0.00775722,0.964628,0.964632
14,13391,LD2,1470,750,5.98263558980273,0.0003687575087405,0.0480656,0.0431108,0.964546,0.96455
14,13392,LD2,1470,750,5.982506465620436,0.0002853869384759,0.0118849,0.00995498,0.96506,0.965065
14,13393,LD2,1470,750,5.982642335341506,0.0004343060898742,0.0393522,0.0352998,0.964115,0.964118
14,13394,LD2,1470,750,5.983050929183302,0.000506534693062,0.0181529,0.0163465,0.963623,0.963628
14,13395,LD2,1470,750,5.982548964999999,0.0003292246822133,0.010422,0.00932977,0.966932,0.966938
14,13398,LD2,1470,750,5.982472161573705,0.0002321215844306,0.0415851,0.0372927,0.964005,0.964009
14,13399,LD2,1470,750,5.982425572674418,0.0001710112475103,0.00785638,0.00663063,0.964116,0.96412
14,13400,LD2,1470,750,5.9824941643785845,0.0003292819923299,0.0410924,0.0368513,0.964543,0.964546
14,13402,LD2,1470,750,5.982499825555554,0.0003750791288638,0.0406989,0.0365041,0.965053,0.965058
14,13403,LD2,1470,750,5.982529296414634,0.0003067226478333,0.0328686,0.0294742,0.964559,0.964562
14,13406,LD2,1470,750,5.982517197657046,0.0003882811041056,0.0448195,0.0401949,0.964942,0.964946
14,13407,LD2,1470,750,5.982520240340314,0.0004059146678229,0.0565388,0.0507153,0.965218,0.965222
8,13453,LD2,1470,750,5.982643545865835,0.0003396500710957,0.0143873,0.0129936,0.921915,0.921921
8,13454,LD2,1470,750,5.982752776576355,0.0004300340250788,0.00796434,0.00720362,0.919553,0.919558
8,13455,LD2,1470,750,5.982699480129869,0.0003912537574127,0.00668803,0.00604277,0.966737,0.96674
8,13468,LD2,0,750,5.982681796264151,0.0002952792093855,0.0208221,0.0187287,0.966445,0.966449
8,13470,LD2,0,750,5.9827669092960285,0.0003417739734258,0.0197032,0.0177337,0.966535,0.966539
8,13472,LD2,0,750,5.98270566966292,0.0003143688964266,0.0200205,0.0180134,0.965533,0.965537
8,13473,LD2,0,750,5.9826533596,0.0002438835700171,0.0170315,0.0153094,0.966824,0.966828
8,13474,LD2,0,750,5.982857242355289,0.0004228855940348,0.0192062,0.0172702,0.966168,0.966172
8,13475,LD2,0,750,5.98278411835,0.0003722996914412,0.0145135,0.0130611,0.96547,0.965473
8,13476,LD2,0,750,5.982804293913043,0.0004392199896686,0.0160094,0.0144111,0.964406,0.96441
8,13477,LD2,0,750,5.982772262827442,0.0004190809441064,0.0155674,0.01402,0.965604,0.965608
8,13478,LD2,0,750,5.982582707112527,0.0003083020431247,0.0188348,0.016932,0.964984,0.964989
8,13479,LD2,0,750,5.9826773034090905,0.0004909708036814,0.026277,0.023661,0.963464,0.963468
8,13491,LD2,1470,750,5.982814512525398,0.0005963742819506,0.0161297,0.0145637,0.97469,0.974694
8,13492,LD2,1470,750,5.982515005860534,0.0003550033757361,0.0249158,0.0224178,0.975818,0.975821
8,13493,LD2,1470,750,5.982503903641703,0.0003978449051158,0.025522,0.0229619,0.975597,0.9756
8,13494,LD2,1470,750,5.982460089414634,0.0003916587681588,0.0240365,0.0216163,0.97594,0.975944
8,13495,LD2,1470,750,5.982450293803418,0.0003873562614101,0.0239032,0.0215007,0.976201,0.976204
8,13496,LD2,1470,750,5.982541395776397,0.0004385485447524,0.0247259,0.0222477,0.976219,0.976222
8,13497,LD2,1470,750,5.982442544330707,0.0003562479104185,0.00971564,0.00874004,0.974868,0.974872
8,13502,LD2,1470,750,5.982732962207084,0.0003773167175689,0.0217893,0.0196067,0.96853,0.968533
8,13503,LD2,1470,750,5.98267532802985,0.0003732899995822,0.0217149,0.019539,0.966727,0.96673
8,13504,LD2,1470,750,5.982761044732333,0.0004224945155896,0.0222154,0.0198476,0.966602,0.966605
8,13505,LD2,1470,750,5.982642991174089,0.0003440007203049,0.0225967,0.0203213,0.965836,0.96584
8,13544,LD2,2100,750,5.982373536908212,0.0002941970870739,0.0209885,0.0188718,0.963766,0.963768
8,13545,LD2,2100,750,5.98236286290909,0.000307773695299,0.0209421,0.0188299,0.966407,0.96641
8,13546,LD2,2100,750,5.982305135699999,0.0002394616801297,0.0211953,0.0190564,0.966407,0.96641
8,13547,LD2,2100,750,5.9824143246188335,0.0004330932818393,0.0213906,0.0192339,0.966828,0.96683
8,13548,LD2,2100,750,5.982358085432098,0.0004351486974564,0.022576,0.0203038,0.966826,0.966829
8,13549,LD2,2100,750,5.982469507391304,0.00051691986434,0.0286832,0.0258088,0.96694,0.966944
8,13550,LD2,2100,750,5.982523649760479,0.0004845654286016,0.0163153,0.0147212,0.966368,0.966371
8,13551,LD2,2100,750,5.982948373928571,0.0005365958244775,0.00149524,0.00135941,0.966788,0.966789
8,13552,LD2,2100,750,5.982616552477064,0.0004077493912437,0.00996595,0.00895693,0.968317,0.968321
8,13554,LD2,2100,750,5.983085293582676,0.0005126511732679,0.00496857,0.00450273,0.969932,0.969933
8,13556,LD2,2100,750,5.982425204585366,0.0003581203889897,0.0172191,0.015489,0.971119,0.971121
8,13557,LD2,2100,750,5.982699785566501,0.0005678775280647,0.010543,0.00949024,0.97013,0.970133
8,13558,LD2,1470,750,5.982504277434944,0.0004708608269417,0.0174645,0.0157081,0.967909,0.967912
8,13559,LD2,1470,750,5.982416441670378,0.0004231629630879,0.0165955,0.0149266,0.968081,0.968084
8,13560,LD2,1470,750,5.982349900843749,0.0004565089702338,0.0167492,0.0150673,0.967753,0.967758
8,13561,LD2,1470,750,5.982383085287672,0.000475880104939,0.0174426,0.0156886,0.967585,0.967589
8,13562,LD2,1470,750,5.98228494135321,0.000452149233263,0.0163872,0.0147391,0.968379,0.968383
8,13563,LD2,1470,750,5.982157697305195,0.0003020342529092,0.0168024,0.0151036,0.968732,0.968735
8,13564,LD2,1470,750,5.982053923431733,0.0002646682758202,0.0176515,0.0158743,0.96972,0.969723
8,13565,LD2,1470,750,5.982263209635761,0.0004571229902661,0.0161046,0.0144923,0.970899,0.970903
8,13566,LD2,1470,750,5.982238082089202,0.000426544299387,0.0215231,0.0193801,0.968832,0.968836
8,13567,LD2,1470,750,5.9822572061269135,0.0003179339376172,0.0182692,0.0164282,0.968762,0.968764
8,13568,LD2,1470,750,5.982340111145833,0.0004461399611416,0.0178798,0.016087,0.968529,0.968531
8,13569,LD2,1470,750,5.982311601192308,0.000347268179432,0.0178639,0.0160593,0.9692,0.969204
8,13570,LD2,1470,750,5.982322715594713,0.000282229994329,0.0174241,0.01567,0.969667,0.969671
8,13571,LD2,1470,750,5.982309526860987,0.0001946823342439,0.0178153,0.0160157,0.969287,0.969291
8,13581,LD2,1050,750,5.982639129421052,0.0005049020896317,0.0116711,0.0105143,0.968314,0.968317
8,13582,LD2,1050,750,5.9827721929216855,0.0004689093826185,0.0202999,0.0182867,0.968887,0.968891
8,13583,LD2,1050,750,5.98253963273913,0.0002938103279067,0.0205165,0.0184525,0.967723,0.967726
8,13584,LD2,1050,750,5.982526752969348,0.0002779541191569,0.0206213,0.018542,0.967954,0.967956
8,13585,LD2,1050,750,5.9826914596091205,0.0003396058879636,0.0218082,0.0196272,0.969349,0.969353
8,13586,LD2,1050,750,5.982716438394496,0.0002679994770929,0.0081993,0.00736861,0.971655,0.971659
8,13587,LD2,1470,750,5.982673751082568,0.0002690101598933,0.0213441,0.0191965,0.966906,0.966909
8,13588,LD2,1470,750,5.98304493410287,0.0003624382667819,0.0210317,0.0189745,0.972573,0.972576
8,13589,LD2,1470,750,5.982918813918128,0.0003348839182245,0.0208464,0.0187461,0.970591,0.970594
8,13590,LD2,1470,750,5.983130124315789,0.0002481833359516,0.00248338,0.00224019,0.969575,0.969578
8,13591,LD2,1470,750,5.982870619899832,0.000194811663785,0.0233731,0.0210237,0.976917,0.97692
8,13592,LD2,1470,750,5.983418623443858,0.0001236921409629,0.000847439,0.00101527,0.987305,0.987308
8,13593,LD2,1470,750,5.9829610332844565,0.0004425274686933,0.00815863,0.00736507,0.976387,0.97639
8,13596,LD2,1470,750,5.982502058697571,0.0002987054692205,0.017631,0.0158561,0.977505,0.977508
8,13597,LD2,1470,750,5.982405472225432,0.0002708439297529,-99.0,0.012419,0.976852,0.976856
8,13608,LD2,1470,750,5.982531132619589,0.0004312607343686,0.0170994,0.0153782,0.967897,0.967901
8,13609,LD2,1470,750,5.982602214157303,0.0004265825830784,0.0167605,0.0150801,0.967055,0.967059
8,13610,LD2,1470,750,5.982570976650246,0.0004183904465446,0.0170128,0.0153057,0.967766,0.967769
8,13612,LD2,1470,750,5.982444320321781,0.0002309637151293,0.0210156,0.0188852,0.968426,0.968429
8,13613,LD2,1470,750,5.982540574976302,0.0003450990538418,0.0179855,0.0161684,0.968288,0.968291
8,13614,LD2,1470,750,5.982673965746269,0.0004496960949623,0.00471471,0.00424375,0.946628,0.946631
8,13615,LD2,1470,750,5.982540911138353,0.0003664347402666,0.022459,0.0202006,0.969919,0.969921
8,13616,LD2,1470,750,5.982529653931947,0.0003111833738135,0.0218566,0.0196534,0.969115,0.969118
8,13617,LD2,1470,750,5.98250471264,0.0002036254448644,0.0222925,0.020033,0.968986,0.96899
8,13618,LD2,1470,750,5.982571941167001,0.0002061451319571,0.0222897,0.0200305,0.968929,0.968932
8,13619,LD2,1470,750,5.983351628947367,0.0002591179671546,0.00178392,0.00167564,0.966978,0.966981
8,13620,LD2,1470,750,5.982863350124416,0.0003953574879973,0.0201287,0.0181309,0.970716,0.970719
9,13660,LD2,1470,750,4.026795286433333,0.0001332396115533,0.0027775,0.00254258,0.980071,0.980073
9,13661,LD2,1470,750,4.02684096868421,8.886330131651192e-05,0.021546,0.0193945,0.97563,0.975634
9,13662,LD2,1470,750,4.0268069713833325,0.0001243230788914,0.0204,0.0183652,0.96341,0.963415
9,13664,LD2,1470,750,4.026864864052133,8.360649307004584e-05,0.0167934,0.0150998,0.962755,0.962759
9,13665,LD2,1470,750,4.026779732894737,0.0001542042791644,0.0102542,0.0092472,0.962997,0.963001
9,13666,LD2,1470,750,4.0267664139325845,0.000170753372176,0.0133544,0.0120509,0.962036,0.96204
9,13677,LD2,1470,750,4.02677702911833,8.334276431076794e-05,0.0344728,0.0309116,0.960035,0.96004
9,13678,LD2,1470,750,4.026681167581395,0.0001121028826146,0.0290019,0.026066,0.961562,0.961564
9,13679,LD2,1470,750,4.0267657719642855,7.69328941852886e-05,0.0341036,0.0305753,0.957196,0.9572
9,13680,LD2,1470,750,4.026772466467781,6.157871853928155e-05,0.0334857,0.0300274,0.957544,0.957549
9,13681,LD2,1470,750,4.026783804679089,5.6197072940720864e-05,0.0393318,0.0352728,0.957218,0.957222
9,13682,LD2,1470,750,4.026724875833333,9.525482980984046e-05,0.00237707,0.00211999,0.966074,0.966076
9,13684,LD2,1470,750,4.026738838981132,6.061480241878106e-05,0.0414007,0.0371281,0.954855,0.954858
9,13685,LD2,1470,750,4.02672267142056,6.73407152760197e-05,0.0402239,0.036081,0.957893,0.957896
9,13686,LD2,1470,750,4.026704107307343,9.601907997293182e-05,0.0689386,0.0615844,0.954101,0.954105
9,13687,LD2,1470,750,4.0267588441,7.827191691877474e-05,0.0688666,0.0617675,0.942316,0.94232
9,13688,LD2,1470,750,4.026737713080459,5.426711861160223e-05,0.0347414,0.0311507,0.946537,0.946541
9,13689,LD2,1470,750,4.026749192153845,3.03564477035796e-05,0.0082891,0.00493796,0.954608,0.954612
9,13694,LD2,1470,750,4.026711440330578,6.587715647705255e-05,0.0685916,0.0615296,0.956643,0.956647
