runnum,ebeam_mean,ebeam_std
12722,9.859508234200744,0.00015368001346178608
12732,9.85936885807504,0.00019140519527610685
12733,9.859414395348837,0.00024259567977818455
12734,9.859327138157894,0.0002407319024068012
12735,9.859305047923323,0.0002373218862634433
12737,9.85961388888889,0.00021113746643878134
12738,9.859834412265757,0.0001797982953660662
12739,9.859717352941177,0.00016352112143421888
12740,9.85984463182898,0.00018449459879497877
12742,9.85929947368421,0.0002673436440344171
12743,9.859750051948051,0.0002115481067306017
12767,9.859894175588865,0.00021004882735979656
12768,9.859820065645513,0.00024325054782082685
12769,9.859937918660288,0.00023066419181847067
12770,9.85986778,0.00025062818294462123
12771,9.85993964763062,0.00023586976749371343
12772,9.859790674273858,0.00020015067460805297
12773,9.859769055007051,0.00014547927247965896
12778,9.859844920454545,0.0001972155269905108
12779,9.859742453531599,0.00020421791287068546
12781,9.85962768031189,0.00023371882968612888
12782,9.859764721407625,0.0001950014972313488
12796,9.859672121212121,9.51738489888398e-05
12797,9.859747742718447,0.00018996478562232215
12798,9.85987669879518,0.00022838424984866187
12799,9.859921063348416,0.00022895008430349464
12801,9.859849290540541,0.00019769698577496423
12802,9.85991606,0.0002247775038845319
12813,9.859656015200867,0.00016027990390170572
12814,9.859804754653132,0.0001758839150337943
12815,9.859951245614035,0.00021635507337535603
12816,9.86003499194847,0.00023495340979437756
12817,9.860149103773585,0.0002740049690642364
12819,9.860096650000001,0.0002928108168371304
12820,9.860004709302325,0.000255124036407553
12824,9.859883951890035,0.00020635143165016203
12825,9.859918869701728,0.0002377494922105086
12826,9.859899205882353,0.00020531010768774275
12827,9.859912857142858,0.00019822347636889873
12828,9.859819273648649,0.00022555435626353784
12829,9.859715931034483,0.00018040923179795984
12830,9.85969780952381,0.00020792866847457685
12894,9.858213055062167,0.0005453249142371051
12896,9.858979248434238,0.00029160545877925743
12897,9.859254243323441,0.0004474983528156868
12902,9.859350297029701,0.0009457910683297445
12903,9.8588568,0.0005572156973147033
12904,9.859470998613038,0.0006444048513918574
12906,9.859617557932264,0.00019122796029533569
12907,9.859670724852071,0.0001896567848334399
12908,9.859733205128205,0.00021716476231610648
12909,9.859714170616114,0.00020022372602721407
12911,9.85965705882353,0.00016340645069891843
12912,9.859587719033232,0.00022795962610716038
12913,9.85957381443299,0.0001268155098542435
12914,9.859634712041885,0.00018374408923264025
12915,9.859667828571428,0.00020269070905361484
12916,9.859669092741935,0.0002350701237902119
12917,9.859809250000001,0.00026047804202278865
12918,9.860011875,0.00031365270549156424
12919,9.8598482422452,0.0002133426844156681
12920,9.859958395904437,0.00026505826532595883
12921,9.86007988095238,0.0002454227395169973
12932,9.859917565922922,0.00026693258758687927
12933,9.859884228456913,0.0002541217570010958
12934,9.860131046025105,0.00035082039800195095
12935,9.860116756238003,0.00026926259002812183
12936,9.859909610194903,0.0002899427784768834
12939,9.859279285714285,0.000400785987361025
12940,9.859167496038035,0.0003591984987338021
12946,9.859018911917097,0.00032793444071819755
12957,9.859398112359552,0.00019401875073062885
12961,9.859331045081968,0.0001944927958960439
12962,9.859309875518672,0.00017190714869771818
12963,9.859450625,0.00016371681363597362
12965,9.859410841949778,0.00018208124563689985
