runnum,totcharge_pd(C),daqlvtm_bbhi,daqlvtm_ts1
12010,0.015954,0.982015,0.983165
12036,0.00179092,0.993152,0.997168
12037,0.0132071,0.990567,0.991926
12054,0.0140064,0.963856,0.964999
