runnum,totcharge_pd(C),daqlvtm_bbhi,daqlvtm_ts1
11498,0.00581846,0.982151,0.982155
11572,0.00570222,0.984163,0.984166
11598,0.00613688,0.831037,0.831046
11599,0.00416067,0.822649,0.822656
