runnum,totcharge_pd(C),daqlvtm_bbhi,daqlvtm_ts1
13457,0.0132431,0.975027,0.97503
13458,0.0275907,0.97488,0.974883
13507,0.0279081,0.990332,0.990334
13508,0.0671465,0.989347,0.989348
13509,0.019191,0.990284,0.990286
13513,0.0287273,0.990712,0.990714
13514,0.0426544,0.990458,0.990459
